date,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,Alpha,B.1.1.277,B.1.1.302,B.1.1.519,B.1.160,B.1.177,B.1.221,B.1.258,B.1.367,B.1.620,Beta,Delta,Epsilon,Eta,Gamma,Iota,Kappa,Lambda,Mu,Omicron,S:677H.Robin1,S:677P.Pelican,non_who,others,unknown
2020-07-04,54982,295,9561,682792,2837086,122545,683904,37889788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54982,54982,0
2020-07-05,45351,216,7187,616955,2882437,122761,691091,38506743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45351,45351,0
2020-07-06,40868,235,10674,653301,2923305,122996,701765,39160044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40868,40868,0
2020-07-07,50965,904,11597,734403,2974270,123900,713362,39894447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50965,50965,0
2020-07-08,62812,821,15611,783759,3037082,124721,728973,40678206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62812,62812,0
2020-07-09,59166,861,14433,848674,3096248,125582,743406,41526880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59166,59166,0
2020-07-10,67107,844,12980,908819,3163355,126426,756386,42435700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67107,67107,0
2020-07-11,62728,755,11341,834825,3226083,127181,767727,43270525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62728,62728,0
2020-07-12,61700,475,9745,793979,3287783,127656,777472,44064504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61700,61700,0
2020-07-13,57159,332,12764,768588,3344942,127988,790236,44833092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57159,57159,0
2020-07-14,58670,744,16363,836894,3403612,128732,806599,45669986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58670,58670,0
2020-07-15,69352,863,25524,908867,3472964,129595,832123,46578853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69352,69352,0
2020-07-16,70521,940,13469,946314,3543485,130535,845592,47525168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70521,70521,0
2020-07-17,76414,938,14909,943132,3619899,131473,860501,48468300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76414,76414,0
2020-07-18,64775,876,14901,865285,3684674,132349,875402,49333585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64775,64775,0
2020-07-19,64233,529,7509,785119,3748907,132878,882911,50118705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64233,64233,0
2020-07-20,56879,376,16250,737217,3805786,133254,899161,50855922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56879,56879,0
2020-07-21,62737,1045,21995,832525,3868523,134299,921156,51688447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62737,62737,0
2020-07-22,69455,1148,27199,898402,3937978,135447,948355,52586849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69455,69455,0
2020-07-23,71399,1069,27638,930852,4009377,136516,975993,53517701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71399,71399,0
2020-07-24,74951,1128,19733,1000175,4084328,137644,995726,54517876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74951,74951,0
2020-07-25,65025,1012,16530,879556,4149353,138656,1012256,55397432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65025,65025,0
2020-07-26,60689,562,17497,858435,4210042,139218,1029753,56255868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60689,60689,0
2020-07-27,54463,1067,13401,772382,4264505,140285,1043154,57028250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54463,54463,0
2020-07-28,58451,1109,28085,839592,4322956,141394,1071239,57867842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58451,58451,0
2020-07-29,64140,1505,34033,901815,4387096,142899,1105272,58769657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64140,64140,0
2020-07-30,69022,1249,21976,890236,4456118,144148,1127248,59659893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69022,69022,0
2020-07-31,67876,1322,22663,984140,4523994,145470,1149911,60644033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67876,67876,0
2020-08-01,60625,1203,22776,810905,4584619,146673,1172687,61454938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60625,60625,0
2020-08-02,53252,496,5746,787019,4637871,147169,1178433,62241958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53252,53252,0
2020-08-03,42763,516,31210,713013,4680634,147685,1209643,62954971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42763,42759,0
2020-08-04,51140,1242,19024,803339,4731774,148927,1228667,63758310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51140,51135,0
2020-08-05,52617,1359,39840,815657,4784391,150286,1268507,64573967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52617,52612,0
2020-08-06,54074,1244,18568,849087,4838465,151530,1287075,65423054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54074,54069,0
2020-08-07,60834,1321,23882,886160,4899299,152851,1310957,66309214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60834,60828,0
2020-08-08,53544,1085,18601,785896,4952843,153936,1329558,67095111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53544,53539,0
2020-08-09,50688,620,13145,800745,5003531,154556,1342703,67895856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50688,50683,0
2020-08-10,41396,430,13272,743154,5044927,154986,1355975,68639010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41396,41392,0
2020-08-11,54924,1323,29493,838857,5099851,156309,1385468,69477868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54924,54919,0
2020-08-12,56302,1516,38697,816191,5156153,157825,1424165,70294059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56302,56296,0
2020-08-13,51615,1164,19008,957094,5207768,158989,1443173,71251154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51615,51610,0
2020-08-14,56771,1226,19131,992659,5264539,160215,1462304,72243813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56771,56765,0
2020-08-15,56042,1228,21203,892300,5320581,161443,1483507,73136113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56042,56036,0
2020-08-16,42479,620,13634,781310,5363060,162063,1497141,73917424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42479,42475,0
2020-08-17,37736,412,20345,703289,5400796,162475,1517486,74620713,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,37728,37721,0
2020-08-18,40042,1179,22328,771519,5440838,163654,1539814,75392232,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,40034,40026,0
2020-08-19,45143,1409,34372,835333,5485981,165063,1574186,76227565,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,45134,45125,0
2020-08-20,43816,1129,20515,865846,5529797,166192,1594701,77093411,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,43807,43798,0
2020-08-21,46533,1114,16781,912070,5576330,167306,1611482,78005481,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,46524,46514,0
2020-08-22,46033,1035,19923,903980,5622363,168341,1631405,78909461,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,46024,46015,0
2020-08-23,37900,577,11781,724447,5660263,168918,1643186,79633908,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,37892,37885,0
2020-08-24,34534,337,13807,715985,5694797,169255,1656993,80349893,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,34527,34520,0
2020-08-25,36900,1137,29948,746594,5731697,170392,1686941,81096487,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,36893,36885,0
2020-08-26,44441,1300,29404,774800,5776138,171692,1716345,81871287,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,44432,44423,0
2020-08-27,44268,1128,15318,859426,5820406,172820,1731663,82730714,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,44259,44250,0
2020-08-28,46105,1021,15486,937080,5866511,173841,1747149,83667794,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,46096,46087,0
2020-08-29,43749,1017,21316,939821,5910260,174858,1768465,84607615,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,43740,43732,0
2020-08-30,38864,477,12528,821434,5949124,175335,1780993,85429050,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,38856,38848,0
2020-08-31,31753,381,20170,683738,5980877,175716,1801163,86112788,0,0,0,0,0,19,0,0,0,0,0,0,6,0,0,0,0,0,0,0,86,0,31747,31642,0
2020-09-01,42204,1016,16696,776586,6023081,176732,1817859,86889374,0,0,0,0,0,25,0,0,0,0,0,0,8,0,0,0,0,0,0,0,114,0,42196,42056,0
2020-09-02,30815,1036,27397,795127,6053896,177768,1845256,87684501,0,0,0,0,0,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,83,0,30809,30707,0
2020-09-03,44643,1073,34110,911798,6098539,178841,1879366,88596299,0,0,0,0,0,27,0,0,0,0,0,0,9,0,0,0,0,0,0,0,121,0,44634,44487,0
2020-09-04,51618,999,15029,1087574,6150157,179840,1894395,89683873,0,0,0,0,0,31,0,0,0,0,0,0,10,0,0,0,0,0,0,0,139,0,51608,51437,0
2020-09-05,44825,924,17832,990066,6194982,180764,1912227,90673939,0,0,0,0,0,27,0,0,0,0,0,0,9,0,0,0,0,0,0,0,121,0,44816,44668,0
2020-09-06,32898,454,13110,763011,6227880,181218,1925337,91436950,0,0,0,0,0,20,0,0,0,0,0,0,7,0,0,0,0,0,0,0,89,0,32891,32783,0
2020-09-07,27984,230,5535,667510,6255864,181448,1930872,92104460,0,0,0,0,0,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,76,0,27978,27886,0
2020-09-08,22329,348,24258,549630,6278193,181796,1955130,92654090,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,60,0,22325,22251,0
2020-09-09,30908,1089,27105,754691,6309101,182885,1982235,93408781,0,0,0,0,0,19,0,0,0,0,0,0,6,0,0,0,0,0,0,0,83,0,30902,30800,0
2020-09-10,37362,1157,14673,824507,6346463,184042,1996908,94233288,0,0,0,0,0,22,0,0,0,0,0,0,7,0,0,0,0,0,0,0,101,0,37355,37231,0
2020-09-11,44822,1017,13036,939707,6391285,185059,2009944,95172996,0,0,0,0,0,27,0,0,0,0,0,0,9,0,0,0,0,0,0,0,121,0,44813,44665,0
2020-09-12,41665,816,20195,1017050,6432950,185875,2030139,96190046,0,0,0,0,0,25,0,0,0,0,0,0,8,0,0,0,0,0,0,0,112,0,41657,41519,0
2020-09-13,34561,390,10525,790409,6467511,186265,2040664,96980455,0,0,0,0,0,21,0,0,0,0,0,0,7,0,0,0,0,0,0,0,93,0,34554,34440,0
2020-09-14,33572,406,15993,821294,6501083,186671,2056657,97801749,0,0,0,0,7,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,161,0,33525,33357,0
2020-09-15,34661,1034,15981,853119,6535744,187705,2072638,98654869,0,0,0,0,7,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,166,0,34612,34439,0
2020-09-16,40361,1190,29086,841079,6576105,188895,2101724,99495948,0,0,0,0,8,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,194,0,40304,40103,0
2020-09-17,43713,881,13378,985356,6619818,189776,2115102,100481304,0,0,0,0,9,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,210,0,43652,43433,0
2020-09-18,46897,900,16071,1093869,6666715,190676,2131173,101575174,0,0,0,0,9,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,225,0,46831,46597,0
2020-09-19,45722,748,19155,1166034,6712437,191424,2150328,102741208,0,0,0,0,9,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,219,0,45658,45429,0
2020-09-20,35449,328,10626,991048,6747886,191752,2160954,103732257,0,0,0,0,7,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,170,0,35399,35222,0
2020-09-21,39158,276,16227,752277,6787044,192028,2177181,104484534,0,0,0,0,8,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,188,0,39103,38907,0
2020-09-22,48978,861,29820,917823,6836022,192889,2207001,105402358,0,0,0,0,10,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,235,0,48909,48665,0
2020-09-23,39631,1159,23938,1016549,6875653,194048,2230939,106418907,0,0,0,0,8,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,190,0,39576,39377,0
2020-09-24,43342,940,36801,1015156,6918995,194988,2267740,107434063,0,0,0,0,9,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,208,0,43281,43065,0
2020-09-25,55217,841,15922,1152423,6974212,195829,2283662,108586486,0,0,0,0,11,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,265,0,55140,54864,0
2020-09-26,47231,871,22309,1136843,7021443,196700,2305971,109723329,0,0,0,0,9,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,227,0,47165,46929,0
2020-09-27,35013,306,15089,931740,7056456,197006,2321060,110655069,0,0,0,0,7,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,168,0,34964,34789,0
2020-09-28,35374,246,19677,994387,7091830,197252,2340737,111649457,0,0,0,0,0,21,0,7,0,0,0,0,71,0,0,0,0,0,0,0,439,0,35303,34836,0
2020-09-29,36695,726,17239,989798,7128525,197978,2357976,112639255,0,0,0,0,0,22,0,7,0,0,0,0,73,0,0,0,0,0,0,0,455,0,36622,36137,0
2020-09-30,45045,1066,25860,975535,7173570,199044,2383836,113614790,0,0,0,0,0,27,0,9,0,0,0,0,90,0,0,0,0,0,0,0,559,0,44955,44360,0
2020-10-01,45725,865,18978,1017276,7219295,199909,2402814,114632067,0,0,0,0,0,27,0,9,0,0,0,0,91,0,0,0,0,0,0,0,567,0,45634,45030,0
2020-10-02,49439,839,13103,1214291,7268734,200748,2415917,115846358,0,0,0,0,0,30,0,10,0,0,0,0,99,0,0,0,0,0,0,0,613,0,49340,48688,0
2020-10-03,50806,736,21548,1121319,7319540,201484,2437465,116967678,0,0,0,0,0,30,0,10,0,0,0,0,102,0,0,0,0,0,0,0,630,0,50704,50034,0
2020-10-04,38240,382,13960,1022674,7357780,201866,2451425,117990352,0,0,0,0,0,23,0,8,0,0,0,0,76,0,0,0,0,0,0,0,474,0,38164,37659,0
2020-10-05,37746,332,13497,937344,7395526,202198,2464922,118927696,0,0,0,0,0,23,0,8,0,0,0,0,75,0,0,0,0,0,0,0,468,0,37671,37172,0
2020-10-06,38791,614,15923,959602,7434317,202812,2480845,119887298,0,0,0,0,0,23,0,8,0,0,0,0,78,0,0,0,0,0,0,0,481,0,38713,38201,0
2020-10-07,51267,929,24089,1075823,7485584,203741,2527280,120963121,0,0,0,0,0,31,0,10,0,0,0,0,103,0,0,0,0,0,0,0,636,0,51164,50488,0
2020-10-08,55398,978,20119,1230824,7540982,204719,2547399,122193946,0,0,0,0,0,33,0,11,0,0,0,0,111,0,0,0,0,0,0,0,687,0,55287,54556,0
2020-10-09,57164,916,16764,1279480,7598146,205635,2558293,123473426,0,0,0,0,0,34,0,11,0,0,0,0,114,0,0,0,0,0,0,0,709,0,57050,56295,0
2020-10-10,57516,691,23351,1291388,7655662,206326,2581644,124764814,0,0,0,0,0,35,0,12,0,0,0,0,115,0,0,0,0,0,0,0,713,0,57401,56642,0
2020-10-11,46665,475,11441,1099635,7702327,206801,2593085,125864449,0,0,0,0,0,28,0,9,0,0,0,0,93,0,0,0,0,0,0,0,579,0,46572,45956,0
2020-10-12,43167,286,15951,949552,7745494,207087,2609036,126814001,0,0,0,0,9,9,0,13,0,0,0,0,164,0,0,0,0,0,0,0,242,0,43003,42731,0
2020-10-13,46898,718,16466,1079857,7792392,207805,2625502,127893858,0,0,0,0,9,9,0,14,0,0,0,0,178,0,0,0,0,0,0,0,263,0,46720,46424,0
2020-10-14,57239,797,29738,1118042,7849631,208602,2655240,129011900,0,0,0,0,11,11,0,17,0,0,0,0,218,0,0,0,0,0,0,0,321,0,57021,56661,0
2020-10-15,63821,931,20235,1187655,7913452,209533,2675475,130199555,0,0,0,0,13,13,0,19,0,0,0,0,243,0,0,0,0,0,0,0,357,0,63578,63176,0
2020-10-16,68557,892,18607,1250273,7982009,210425,2694082,131449828,0,0,0,0,14,14,0,21,0,0,0,0,261,0,0,0,0,0,0,0,384,0,68296,67865,0
2020-10-17,57561,780,22550,1320687,8039570,211205,2716632,132770515,0,0,0,0,12,12,0,17,0,0,0,0,219,0,0,0,0,0,0,0,322,0,57342,56980,0
2020-10-18,47893,406,12079,1070340,8087463,211611,2728711,133840855,0,0,0,0,10,10,0,14,0,0,0,0,182,0,0,0,0,0,0,0,268,0,47711,47409,0
2020-10-19,57714,449,24684,1100124,8145177,212060,2753395,134940980,0,0,0,0,12,12,0,17,0,0,0,0,219,0,0,0,0,0,0,0,323,0,57495,57131,0
2020-10-20,60502,837,21219,1029984,8205679,212897,2774614,135970963,0,0,0,0,12,12,0,18,0,0,0,0,230,0,0,0,0,0,0,0,339,0,60272,59891,0
2020-10-21,62948,1050,26247,1062302,8268627,213947,2800861,137033265,0,0,0,0,13,13,0,19,0,0,0,0,239,0,0,0,0,0,0,0,353,0,62709,62312,0
2020-10-22,72329,1100,28117,1312144,8340956,215047,2828978,138345409,0,0,0,0,14,14,0,22,0,0,0,0,275,0,0,0,0,0,0,0,405,0,72054,71598,0
2020-10-23,82709,945,20555,1446956,8423665,215992,2849533,139792366,0,0,0,0,17,17,0,25,0,0,0,0,314,0,0,0,0,0,0,0,463,0,82395,81874,0
2020-10-24,83877,900,30100,1370238,8507542,216892,2879633,141162604,0,0,0,0,17,17,0,25,0,0,0,0,319,0,0,0,0,0,0,0,470,0,83558,83030,0
2020-10-25,64374,399,15165,1215223,8571916,217291,2894798,142377828,0,0,0,0,13,13,0,19,0,0,0,0,245,0,0,0,0,0,0,0,360,0,64129,63724,0
2020-10-26,63396,397,22491,1125082,8635312,217688,2917289,143502909,32,0,0,0,6,32,6,19,0,0,0,0,380,0,0,0,0,0,0,0,482,76,62984,62363,0
2020-10-27,72279,922,25332,1151175,8707591,218610,2942621,144654084,36,0,0,0,7,36,7,22,0,0,0,0,434,0,0,0,0,0,0,0,549,87,71809,71101,0
2020-10-28,79769,1052,28265,1155913,8787360,219662,2970886,145809997,40,0,0,0,8,40,8,24,0,0,0,0,479,0,0,0,0,0,0,0,606,96,79251,78469,0
2020-10-29,89415,1065,34136,1457120,8876775,220727,2995222,147267117,45,0,0,0,9,45,9,27,0,0,0,0,536,0,0,0,0,0,0,0,680,107,88834,87958,0
2020-10-30,98080,930,22025,1427168,8974855,221657,3017247,148694286,49,0,0,0,10,49,10,29,0,0,0,0,588,0,0,0,0,0,0,0,745,118,97442,96481,0
2020-10-31,91166,957,32521,1456302,9066021,222614,3049768,150150588,46,0,0,0,9,46,9,27,0,0,0,0,547,0,0,0,0,0,0,0,693,109,90573,89680,0
2020-11-01,141951,414,20209,1158720,9207972,223028,3069977,151309308,71,0,0,0,14,71,14,43,0,0,0,0,852,0,0,0,0,0,0,0,1079,170,141028,139637,0
2020-11-02,83448,478,24386,1229595,9291420,223506,3094363,152538903,42,0,0,0,8,42,8,25,0,0,0,0,501,0,0,0,0,0,0,0,634,100,82906,82088,0
2020-11-03,119981,1522,27845,1270866,9411401,225028,3122208,153809769,60,0,0,0,12,60,12,36,0,0,0,0,720,0,0,0,0,0,0,0,912,144,119201,118025,0
2020-11-04,106033,1132,36199,1323783,9517434,226160,3158407,155133552,53,0,0,0,11,53,11,32,0,0,0,0,636,0,0,0,0,0,0,0,806,127,105344,104305,0
2020-11-05,119325,1152,35012,1415342,9636759,227312,3193419,156548894,60,0,0,0,12,60,12,36,0,0,0,0,716,0,0,0,0,0,0,0,907,143,118549,117380,0
2020-11-06,130018,1191,26767,1780574,9766777,228503,3208228,158329469,65,0,0,0,13,65,13,39,0,0,0,0,780,0,0,0,0,0,0,0,988,156,129173,127899,0
2020-11-07,132124,1133,38720,1549563,9898901,229636,3246948,159879032,66,0,0,0,13,66,13,40,0,0,0,0,793,0,0,0,0,0,0,0,1004,159,131265,129970,0
2020-11-08,112335,515,28637,1266206,10011236,230151,3275585,161145238,56,0,0,0,11,56,11,34,0,0,0,0,674,0,0,0,0,0,0,0,854,135,111605,110504,0
2020-11-09,118389,579,28444,1332349,10129625,230730,3304029,162477588,71,0,0,24,24,24,12,12,0,0,0,12,923,0,0,0,0,0,0,0,1338,355,117383,115595,0
2020-11-10,135681,1358,30059,1333312,10265306,232088,3334088,163810900,81,0,0,27,27,27,14,14,0,0,0,14,1058,0,0,0,0,0,0,0,1533,407,134528,132479,0
2020-11-11,149211,1576,31839,1502113,10414517,233664,3365927,165313013,90,0,0,30,30,30,15,15,0,0,0,15,1164,0,0,0,0,0,0,0,1686,448,147943,145690,0
2020-11-12,157968,1110,50424,1610425,10572485,234774,3416351,166923439,95,0,0,32,32,32,16,16,0,0,0,16,1232,0,0,0,0,0,0,0,1785,474,156625,154240,0
2020-11-13,174704,1310,40292,1751296,10747189,236084,3456643,168674735,105,0,0,35,35,35,17,17,0,0,0,17,1363,0,0,0,0,0,0,0,1974,524,173219,170581,0
2020-11-14,167662,1354,50750,1768254,10914851,237438,3507393,170442989,101,0,0,34,34,34,17,17,0,0,0,17,1308,0,0,0,0,0,0,0,1895,503,166237,163705,0
2020-11-15,146897,716,35123,1621825,11061748,238154,3542516,172064814,88,0,0,29,29,29,15,15,0,0,0,15,1146,0,0,0,0,0,0,0,1660,441,145648,143430,0
2020-11-16,150166,612,40581,1487215,11211914,238766,3583097,173552030,90,0,0,30,30,30,15,15,0,0,0,15,1171,0,0,0,0,0,0,0,1697,450,148890,146622,0
2020-11-17,159551,1553,45401,1635222,11371465,240319,3621333,175187252,96,0,0,32,32,32,16,16,0,0,0,16,1244,0,0,0,0,0,0,0,1803,479,158195,155786,0
2020-11-18,168467,1889,51798,1699404,11539932,242208,3673131,176886656,101,0,0,34,34,34,17,17,0,0,0,17,1314,0,0,0,0,0,0,0,1904,505,167035,164491,0
2020-11-19,188084,2014,57883,1846030,11728016,244222,3731014,178732686,113,0,0,38,38,38,19,19,0,0,0,19,1467,0,0,0,0,0,0,0,2125,564,186485,183645,0
2020-11-20,197255,1913,42913,1996735,11925271,246135,3773927,180729421,118,0,0,39,39,39,20,20,0,0,0,20,1539,0,0,0,0,0,0,0,2229,592,195578,192600,0
2020-11-21,186257,1554,68899,2123668,12111528,247689,3842826,182853089,112,0,0,37,37,37,19,19,0,0,0,19,1453,0,0,0,0,0,0,0,2105,559,184674,181861,0
2020-11-22,154000,931,-5772,1806760,12265528,248620,3837054,184659849,92,0,0,31,31,31,15,15,0,0,0,15,1201,0,0,0,0,0,0,0,1740,462,152691,150366,0
2020-11-23,154832,859,84394,1672254,12420360,249479,3921448,186332103,62,0,0,31,46,108,0,31,0,0,0,15,2199,0,0,15,0,0,0,0,1966,635,152540,149723,0
2020-11-24,166474,2078,57863,1869298,12586834,251557,3979311,188201402,67,0,0,33,50,117,0,33,0,0,0,17,2364,0,0,17,0,0,0,0,2114,683,164010,160980,0
2020-11-25,188828,2284,132447,1877780,12775662,253841,4111758,190079182,76,0,0,38,57,132,0,38,0,0,0,19,2681,0,0,19,0,0,0,0,2398,774,186033,182597,0
2020-11-26,129904,1396,28926,1450063,12905566,255237,4140684,191529245,52,0,0,26,39,91,0,26,0,0,0,13,1845,0,0,13,0,0,0,0,1650,533,127981,125617,0
2020-11-27,198956,1413,69958,1954778,13104522,256650,4210642,193484024,80,0,0,40,60,139,0,40,0,0,0,20,2825,0,0,20,0,0,0,0,2527,816,196011,192390,0
2020-11-28,151332,1247,73284,1663022,13255854,257897,4283926,195147046,61,0,0,30,45,106,0,30,0,0,0,15,2149,0,0,15,0,0,0,0,1922,620,149092,146338,0
2020-11-29,136931,823,37461,1325630,13392785,258720,4321387,196472676,55,0,0,27,41,96,0,27,0,0,0,14,1944,0,0,14,0,0,0,0,1739,561,134904,132412,0
2020-11-30,150376,1041,51932,1519699,13543161,259761,4373319,197992375,60,0,0,30,45,105,0,30,0,0,0,15,2135,0,0,15,0,0,0,0,1910,617,148150,145414,0
2020-12-01,181086,2494,72233,1495924,13724247,262255,4445552,199488299,72,0,0,36,54,127,0,36,0,0,0,18,2571,0,0,18,0,0,0,0,2300,742,178406,175110,0
2020-12-02,204114,2819,88584,1591011,13928361,265074,4534136,201079310,82,0,0,41,61,143,0,41,0,0,0,20,2898,0,0,20,0,0,0,0,2592,837,201093,197378,0
2020-12-03,216444,2821,74804,1891484,14144805,267895,4608940,202970795,87,0,0,43,65,152,0,43,0,0,0,22,3074,0,0,22,0,0,0,0,2749,887,213241,209301,0
2020-12-04,230276,2558,58996,1915204,14375081,270453,4667936,204885999,92,0,0,46,69,161,0,46,0,0,0,23,3270,0,0,23,0,0,0,0,2925,944,226868,222677,0
2020-12-05,218823,2493,100261,2283329,14593904,272946,4768197,207169328,88,0,0,44,66,153,0,44,0,0,0,22,3107,0,0,22,0,0,0,0,2779,897,215584,211602,0
2020-12-06,182308,1162,44402,1663139,14776212,274108,4812599,208832467,73,0,0,36,55,128,0,36,0,0,0,18,2589,0,0,18,0,0,0,0,2315,747,179610,176292,0
2020-12-07,182000,1299,57534,1652175,14958212,275407,4851282,210484642,73,0,0,146,18,91,18,18,0,0,0,0,7444,0,0,127,0,0,0,0,2475,1219,174356,170370,0
2020-12-08,218042,2675,66342,1689135,15176254,278082,4917624,212173777,87,0,0,174,22,109,22,22,0,0,0,0,8918,0,0,153,0,0,0,0,2965,1461,208884,204109,0
2020-12-09,216450,3184,95277,1826361,15392704,281266,5012901,214000138,87,0,0,173,22,108,22,22,0,0,0,0,8853,0,0,152,0,0,0,0,2944,1450,207359,202619,0
